transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference
TXN0076,PAY0076,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0077,PAY0077,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0078,PAY0280,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0079,PAY0079,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0080,PAY0080,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0081,PAY0081,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0082,PAY0082,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0083,PAY0083,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0084,PAY0084,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0085,PAY0085,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0086,PAY0086,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0087,PAY0087,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0088,PAY0088,AMOUNT_MISMATCH,Bank reference matched a payment candidate but amounts differ,False,,False,,,,,
TXN0089,PAY0284,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0090,PAY0090,DATE_MISMATCH,Bank transaction date differs from payment date by 6 days,True,False,True,POSTED,SUCCESS,6.0,0.0,0.0
TXN0091,PAY0091,DATE_MISMATCH,Bank transaction date differs from payment date by 36 days,True,False,True,POSTED,SUCCESS,36.0,0.0,0.0
TXN0092,PAY0092,DATE_MISMATCH,Bank transaction date differs from payment date by 16 days,True,False,True,POSTED,SUCCESS,16.0,0.0,0.0
TXN0093,PAY0093,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0094,PAY0366,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0095,PAY0095,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0096,PAY0096,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0097,PAY0097,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0098,PAY0060,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0099,PAY0099,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0100,PAY0100,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0101,PAY0101,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0102,PAY0102,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0103,PAY0103,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0104,PAY0104,DATE_MISMATCH,Bank transaction date differs from payment date by 98 days,True,False,True,POSTED,SUCCESS,98.0,0.0,0.0
TXN0105,PAY0105,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0106,PAY0106,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0107,PAY0107,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0108,PAY0108,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0109,PAY0109,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0110,PAY0146,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0111,PAY0111,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0112,PAY0112,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0113,PAY0113,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0
TXN0114,PAY0114,DATE_MISMATCH,Bank transaction date differs from payment date by 26 days,True,False,True,POSTED,SUCCESS,26.0,0.0,0.0
TXN0115,PAY0115,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0116,PAY0116,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0117,PAY0117,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0118,PAY0118,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0119,PAY0119,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0120,PAY0120,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0121,PAY0121,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0122,PAY0122,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0123,PAY0123,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0124,PAY0124,DATE_MISMATCH,Bank transaction date differs from payment date by 42 days,True,False,True,POSTED,SUCCESS,42.0,0.0,0.0
TXN0125,PAY0125,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0126,PAY0126,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0127,PAY0127,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0128,PAY0128,DATE_MISMATCH,Bank transaction date differs from payment date by 15 days,True,False,True,POSTED,SUCCESS,15.0,0.0,0.0
TXN0129,PAY0129,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0130,PAY0130,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0131,PAY0131,DATE_MISMATCH,Bank transaction date differs from payment date by 23 days,True,False,True,POSTED,SUCCESS,23.0,0.0,0.0
TXN0132,PAY0132,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0133,PAY0133,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0
TXN0134,PAY0134,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0135,PAY0135,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0136,PAY0136,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0137,PAY0137,PAYMENT_REFUNDED,Payment gateway status is REFUNDED,True,True,True,POSTED,REFUNDED,0.0,0.0,0.0
TXN0138,PAY0138,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0
TXN0139,PAY0139,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0140,PAY0140,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0141,PAY0141,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0142,PAY0142,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0143,PAY0143,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0144,PAY0144,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0145,PAY0145,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0146,PAY0146,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0147,PAY0147,DATE_MISMATCH,Bank transaction date differs from payment date by 29 days,True,False,True,POSTED,SUCCESS,29.0,0.0,0.0
TXN0148,PAY0148,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0149,PAY0149,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0150,PAY0333,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0151,PAY0151,DATE_MISMATCH,Bank transaction date differs from payment date by 143 days,True,False,True,POSTED,SUCCESS,143.0,0.0,0.0
TXN0152,PAY0355,DUPLICATE_PAYMENT,Matching payment was already assigned to another bank transaction,,,False,,,,,
TXN0153,PAY0153,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0154,PAY0154,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0155,PAY0155,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0156,PAY0156,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0157,PAY0157,DATE_MISMATCH,Bank transaction date differs from payment date by 3 days,True,False,True,POSTED,SUCCESS,3.0,0.0,0.0
TXN0158,PAY0158,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0159,PAY0159,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0160,PAY0160,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0161,PAY0161,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0162,PAY0162,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0163,PAY0163,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0164,PAY0164,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0
TXN0165,PAY0165,DATE_MISMATCH,Bank transaction date differs from payment date by 27 days,True,False,True,POSTED,SUCCESS,27.0,0.0,0.0
TXN0166,PAY0166,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0167,PAY0167,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0168,PAY0168,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0169,PAY0169,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0170,PAY0170,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0171,PAY0171,DATE_MISMATCH,Bank transaction date differs from payment date by 17 days,True,False,True,POSTED,SUCCESS,17.0,0.0,0.0
TXN0172,PAY0172,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0173,PAY0173,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0174,PAY0174,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0175,PAY0175,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0176,PAY0176,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0177,PAY0177,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0178,PAY0178,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0
TXN0179,PAY0179,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0180,PAY0180,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0181,PAY0181,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0182,PAY0182,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0183,PAY0183,DATE_MISMATCH,Bank transaction date differs from payment date by 7 days,True,False,True,POSTED,SUCCESS,7.0,0.0,0.0
TXN0184,PAY0184,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0185,PAY0185,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0186,PAY0186,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0187,PAY0187,DATE_MISMATCH,Bank transaction date differs from payment date by 122 days,True,False,True,POSTED,SUCCESS,122.0,0.0,0.0
TXN0188,PAY0188,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0189,PAY0189,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0190,PAY0190,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0191,PAY0191,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0192,PAY0192,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0
TXN0193,PAY0193,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0194,PAY0194,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0195,PAY0195,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0
TXN0196,PAY0196,DATE_MISMATCH,Bank transaction date differs from payment date by 48 days,True,False,True,POSTED,SUCCESS,48.0,0.0,0.0
TXN0197,PAY0197,DATE_MISMATCH,Bank transaction date differs from payment date by 74 days,True,False,True,POSTED,SUCCESS,74.0,0.0,0.0
TXN0198,PAY0198,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0199,PAY0199,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0200,PAY0200,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0201,PAY0201,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
TXN0202,PAY0202,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0
