transaction_id,payment_id,final_status,reason,amount_match,date_match,ledger_found,ledger_status,payment_status,date_difference,amount_difference,absolute_amount_difference,date_diff,exception_type,date_severity,risk_level,recommended_action,is_exception,bank_amount,payment_amount,normalized_reference,match_status,amount_difference_pct,same_transaction_payment_numeric_id,has_payment_id,transaction_payment_id_delta,has_normalized_reference,high_attention,ml_risk_probability,ml_prediction,ml_risk_level,ml_reason
TXN0040,PAY0040,DATE_MISMATCH,Bank transaction date differs from payment date by 86 days,True,False,True,POSTED,SUCCESS,86.0,0.0,0.0,86.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,60449.68,60449.68,GW-827299,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 86 days
TXN0041,PAY0041,DATE_MISMATCH,Bank transaction date differs from payment date by 130 days,True,False,True,POSTED,SUCCESS,130.0,0.0,0.0,130.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,21495.63,21495.63,GW-767277,MATCHED,0.0,True,1,0,YES,1,1.0,1,CRITICAL,Date difference is 130 days
TXN0042,PAY0042,DATE_MISMATCH,Bank transaction date differs from payment date by 64 days,True,False,True,POSTED,SUCCESS,64.0,0.0,0.0,64.0,DATE_MISMATCH,CRITICAL,CRITICAL,ESCALATE,True,79121.27,79121.27,GW-972078,MATCHED,0.0,True,1,0,YES,1,0.9992,1,CRITICAL,Date difference is 64 days
TXN0043,PAY0043,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,176041.58,176041.58,GW-212187,MATCHED,0.0,True,1,0,YES,0,0.0238,0,LOW,No major deterministic risk factor detected
TXN0044,PAY0044,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2459.51,2459.51,GW-516855,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0045,PAY0045,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,6934.26,6934.26,GW-204379,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0046,PAY0046,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2058.94,2058.94,GW-890193,MATCHED,0.0,True,1,0,YES,0,0.0208,0,LOW,No major deterministic risk factor detected
TXN0047,PAY0047,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,2740.43,2740.43,GW-548947,MATCHED,0.0,True,1,0,YES,1,0.9573,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0048,PAY0048,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,110975.23,110975.23,GW-482619,MATCHED,0.0,True,1,0,YES,0,0.0295,0,LOW,No major deterministic risk factor detected
TXN0049,PAY0049,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,101753.71,101753.71,GW-682503,MATCHED,0.0,True,1,0,YES,0,0.0335,0,LOW,No major deterministic risk factor detected
TXN0050,PAY0050,PAYMENT_REFUNDED,Payment gateway status is REFUNDED,True,True,True,POSTED,REFUNDED,0.0,0.0,0.0,0.0,PAYMENT_REFUNDED,NOT_APPLICABLE,HIGH,REVIEW_REFUND,True,57481.25,57481.25,GW-215681,MATCHED,0.0,True,1,0,YES,1,0.9306,1,CRITICAL,Final status is PAYMENT_REFUNDED; Payment status is REFUNDED
TXN0051,PAY0051,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,135412.14,135412.14,GW-490729,MATCHED,0.0,True,1,0,YES,0,0.0231,0,LOW,No major deterministic risk factor detected
TXN0052,PAY0052,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,81202.44,81202.44,GW-732490,MATCHED,0.0,True,1,0,YES,0,0.0221,0,LOW,No major deterministic risk factor detected
TXN0053,PAY0053,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,22295.29,22295.29,GW-339996,MATCHED,0.0,True,1,0,YES,0,0.0212,0,LOW,No major deterministic risk factor detected
TXN0054,PAY0054,DATE_MISMATCH,Bank transaction date differs from payment date by 10 days,True,False,True,POSTED,SUCCESS,10.0,0.0,0.0,10.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,92971.23,92971.23,GW-828496,MATCHED,0.0,True,1,0,YES,1,0.8705,1,CRITICAL,Date difference is 10 days
TXN0055,PAY0055,DATE_MISMATCH,Bank transaction date differs from payment date by 5 days,True,False,True,POSTED,SUCCESS,5.0,0.0,0.0,5.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,190671.09,190671.09,GW-534795,MATCHED,0.0,True,1,0,YES,0,0.0675,0,LOW,No major deterministic risk factor detected
TXN0056,PAY0056,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,13251.73,13251.73,GW-916072,MATCHED,0.0,True,1,0,YES,0,0.021,0,LOW,No major deterministic risk factor detected
TXN0057,PAY0057,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,33757.57,33757.57,GW-302713,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
TXN0058,PAY0058,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,40204.74,40204.74,GW-418384,MATCHED,0.0,True,1,0,YES,0,0.0279,0,LOW,No major deterministic risk factor detected
TXN0059,PAY0059,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,126841.45,126841.45,GW-296780,MATCHED,0.0,True,1,0,YES,1,0.9611,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0060,PAY0060,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,68899.66,68899.66,GW-596758,MATCHED,0.0,True,1,0,YES,0,0.0219,0,LOW,No major deterministic risk factor detected
TXN0061,PAY0061,LEDGER_EXCEPTION,Ledger entry exists but posting status is PENDING,True,True,True,PENDING,SUCCESS,0.0,0.0,0.0,0.0,LEDGER_EXCEPTION,NOT_APPLICABLE,HIGH,INVESTIGATE_LEDGER,True,129725.17,129725.17,GW-413148,MATCHED,0.0,True,1,0,YES,1,0.9612,1,CRITICAL,Final status is LEDGER_EXCEPTION; Ledger status is PENDING
TXN0062,PAY0062,DATE_MISMATCH,Bank transaction date differs from payment date by 24 days,True,False,True,POSTED,SUCCESS,24.0,0.0,0.0,24.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,1411.56,1411.56,GW-198335,MATCHED,0.0,True,1,0,YES,1,0.9778,1,CRITICAL,Date difference is 24 days
TXN0063,PAY0063,DATE_MISMATCH,Bank transaction date differs from payment date by 4 days,True,False,True,POSTED,SUCCESS,4.0,0.0,0.0,4.0,DATE_MISMATCH,MEDIUM,MEDIUM,MANUAL_REVIEW,True,139076.6,139076.6,GW-165317,MATCHED,0.0,True,1,0,YES,0,0.0571,0,LOW,No major deterministic risk factor detected
TXN0064,PAY0064,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,3414.54,3414.54,GW-595360,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0065,PAY0065,DATE_MISMATCH,Bank transaction date differs from payment date by 13 days,True,False,True,POSTED,SUCCESS,13.0,0.0,0.0,13.0,DATE_MISMATCH,HIGH,HIGH,HIGH_PRIORITY_INVESTIGATION,True,2402.03,2402.03,GW-875951,MATCHED,0.0,True,1,0,YES,1,0.9049,1,CRITICAL,Date difference is 13 days
TXN0066,PAY0066,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,178538.03,178538.03,GW-515803,MATCHED,0.0,True,1,0,YES,0,0.031,0,LOW,No major deterministic risk factor detected
TXN0067,PAY0067,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,19807.39,19807.39,GW-295695,MATCHED,0.0,True,1,0,YES,0,0.0211,0,LOW,No major deterministic risk factor detected
TXN0068,PAY0068,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,50006.63,50006.63,GW-761440,MATCHED,0.0,True,1,0,YES,0,0.0322,0,LOW,No major deterministic risk factor detected
TXN0069,PAY0069,PAYMENT_FAILED,Payment gateway status is FAILED,True,True,True,POSTED,FAILED,0.0,0.0,0.0,0.0,PAYMENT_FAILED,NOT_APPLICABLE,HIGH,INVESTIGATE_FAILED_PAYMENT,True,30032.98,30032.98,GW-646912,MATCHED,0.0,True,1,0,YES,1,0.948,1,CRITICAL,Final status is PAYMENT_FAILED; Payment status is FAILED
TXN0070,PAY0070,DATE_MISMATCH,Bank transaction date differs from payment date by 1 days,True,False,True,POSTED,SUCCESS,1.0,0.0,0.0,1.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,75070.87,75070.87,GW-582140,MATCHED,0.0,True,1,0,YES,0,0.0287,0,LOW,No major deterministic risk factor detected
TXN0071,PAY0071,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,4834.33,4834.33,GW-172888,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0072,PAY0072,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,2702.94,2702.94,GW-616686,MATCHED,0.0,True,1,0,YES,0,0.0209,0,LOW,No major deterministic risk factor detected
TXN0073,PAY0073,DATE_MISMATCH,Bank transaction date differs from payment date by 2 days,True,False,True,POSTED,SUCCESS,2.0,0.0,0.0,2.0,SETTLEMENT_DELAY,LOW,LOW,VERIFY_SETTLEMENT_TIMING,True,1903.02,1903.02,GW-995013,MATCHED,0.0,True,1,0,YES,0,0.0311,0,LOW,No major deterministic risk factor detected
TXN0074,PAY0074,MATCHED,"Amount, date, payment status and ledger validation passed",True,True,True,POSTED,SUCCESS,0.0,0.0,0.0,0.0,NO_EXCEPTION,NO_DATE_EXCEPTION,LOW,AUTO_RECONCILE,False,38215.48,38215.48,GW-103613,MATCHED,0.0,True,1,0,YES,0,0.0214,0,LOW,No major deterministic risk factor detected
